linkStart,linkEnd,capacity
R2610,R2421,9091
R3687,R1674,9091
R3687,R1260,9091
R3256,R1176,9091
R3256,R1743,9091
R2807,R3341,9091
R1784,R1344,9091
R1784,R1442,9091
R2610,R2450,9091
R2610,R3547,9091
R2610,R1341,9091
R2610,R3394,9091
R2807,R2012,9091
R1260,R3325,9091
R2610,R1949,9091
R2610,R3046,9091
R3066,R3341,9091
R2898,R2967,9091
R2898,R2520,9091
R2898,R1666,9091
R3973,R2643,9091
R3973,R4135,9091
R3973,R2251,9091
R3973,R3428,9091
R3973,R3984,9091
R3973,R3695,9091
R3973,R1159,9091
R3973,R3868,9091
R3973,R2025,9091
R3973,R2741,9091
R3973,R2706,9091
R3973,R1930,9091
R3973,R3951,9091
R2280,R3241,9091
R3973,R3079,9091
R3973,R3698,9091
R3973,R1970,9091
R3973,R2948,9091
R3973,R4126,9091
R3973,R1750,9091
R3973,R3312,9091
R3973,R3381,9091
R3973,R3920,9091
R3973,R2420,9091
R3973,R1269,9091
R3973,R3444,9091
R3973,R2031,9091
R3973,R2003,9091
R3973,R3662,9091
R2449,R1986,9091
R2449,R2509,9091
R2449,R2992,9091
R2449,R4081,9091
R2449,R3371,9091
R2449,R2619,9091
R2449,R4205,9091
R2449,R1996,9091
R2449,R4325,9091
R2449,R2531,9091
R2449,R2613,9091
R2449,R1933,9091
R2449,R3517,9091
R2449,R3743,9091
R2449,R1669,9091
R2449,R1581,9091
R2449,R2085,9091
R2449,R3596,9091
R2449,R2629,9091
R2449,R3757,9091
R2449,R3320,9091
R2449,R4293,9091
R2449,R4270,9091
R3973,R1643,9091
R3973,R3806,9091
R1973,R1665,9091
R1878,R1665,9091
R2810,R1665,9091
R2810,R2985,9091
R3244,R1048,9091
R3244,R4119,9091
R3244,R2178,9091
R3244,R3624,9091
R3244,R3567,9091
R3244,R3821,9091
R2355,R1426,9091
R3244,R3600,9091
R3244,R3310,9091
R3244,R1111,9091
R3244,R1962,9091
R3244,R4222,9091
R3244,R3035,9091
R3513,R2012,9091
R3513,R3341,9091
R3831,R3244,9091
R3831,R2610,9091
R3934,R3244,9091
R3934,R2610,9091
R2875,R3244,9091
R2875,R2610,9091
R1878,R2985,9091
R3839,R2985,9091
R1973,R2985,9091
R3839,R1665,9091
R2729,R1665,9091
R2729,R2985,9091
R3244,R2719,9091
R3244,R1473,9091
R3244,R3013,9091
R4097,R2898,9091
R4097,R2449,9091
R2285,R2898,9091
R2285,R2449,9091
R3244,R3772,9091
R3244,R1167,9091
R3244,R3009,9091
R2501,R2012,9091
R2501,R3341,9091
R1007,R2012,9091
R1007,R3341,9091
R3244,R3931,9091
R3244,R3894,9091
R3244,R3573,9091
R3244,R3182,9091
R3244,R3599,9091
R3244,R2681,9091
R3244,R1625,9091
R2449,R2320,9091
R2449,R1666,9091
R2449,R2520,9091
R2898,R3596,9091
R2898,R3757,9091
R2898,R3320,9091
R2898,R4293,9091
R2742,R3244,9091
R2898,R4270,9091
R1825,R1658,9091
R1426,R3662,9091
R1426,R2003,9091
R1426,R2031,9091
R1426,R3444,9091
R1426,R4135,9091
R1426,R2251,9091
R2958,R3341,9091
R2958,R2012,9091
R1426,R3428,9091
R1786,R3341,9091
R1786,R2012,9091
R3770,R2313,9091
R1426,R3984,9091
R1426,R3695,9091
R3770,R2550,9091
R1426,R1159,9091
R1426,R3868,9091
R2898,R2629,9091
R3800,R3748,9091
R1417,R2550,9091
R3800,R3254,9091
R2898,R2320,9091
R2898,R1986,9091
R2898,R2509,9091
R2898,R2992,9091
R2898,R4081,9091
R2898,R3371,9091
R1136,R2401,9091
R2898,R2619,9091
R2898,R4205,9091
R2898,R1996,9091
R1136,R4080,9091
R2898,R4325,9091
R2898,R2531,9091
R2898,R2613,9091
R2898,R1933,9091
R2898,R3517,9091
R2898,R3743,9091
R2742,R2610,9091
R2898,R1669,9091
R1344,R1061,9091
R2898,R1581,9091
R2898,R2085,9091
R1344,R1784,9091
R1417,R2313,9091
R1426,R2025,9091
R2449,R2967,9091
R1426,R1643,9091
R3401,R3341,9091
R1315,R2012,9091
R1315,R3341,9091
R1426,R3806,9091
R1143,R2012,9091
R1143,R3341,9091
R1825,R4107,9091
R1825,R1785,9091
R2449,R3415,9091
R2449,R1928,9091
R2449,R2218,9091
R2449,R3193,9091
R2449,R1198,9091
R2449,R2572,9091
R2449,R2072,9091
R2449,R2455,9091
R2449,R2964,9091
R2449,R3539,9091
R2449,R2998,9091
R2449,R2250,9091
R2449,R4097,9091
R2449,R2285,9091
R2449,R4231,9091
R3401,R2012,9091
R1426,R1269,9091
R1426,R2741,9091
R1470,R2985,9091
R1426,R2706,9091
R1426,R2355,9091
R1426,R1930,9091
R1426,R2643,9091
R1426,R3951,9091
R1426,R3079,9091
R1426,R3698,9091
R1426,R1970,9091
R1426,R2948,9091
R1426,R4126,9091
R1426,R1750,9091
R1426,R3312,9091
R1426,R3381,9091
R1825,R1660,9091
R1426,R3920,9091
R1426,R2420,9091
R1244,R2313,9091
R1825,R3102,9091
R1825,R2091,9091
R1470,R1665,9091
R1244,R2550,9091
R1825,R2516,9091
R1825,R2054,9091
R1260,R3587,9091
R1260,R4098,9091
R1260,R1636,9091
R1743,R1569,9091
R1743,R1964,9091
R1743,R2038,9091
R1743,R3196,9091
R1784,R1025,9091
R1743,R4380,9091
R1743,R2075,9091
R1784,R2432,9091
R1743,R2595,9091
R1743,R2691,9091
R1784,R1883,9091
R1743,R2043,9091
R1743,R3639,9091
R1743,R4066,9091
R3418,R2692,9091
R3418,R2467,9091
R3129,R1660,9091
R1784,R1997,9091
R1743,R1841,9091
R1743,R3004,9091
R3129,R3102,9091
R3418,R4317,9091
R1784,R1947,9091
R3129,R2091,9091
R1176,R2052,9091
R1176,R3789,9091
R1176,R1545,9091
R2401,R1237,9091
R1176,R1105,9091
R1176,R2669,9091
R1176,R3736,9091
R1784,R4015,9091
R2401,R4349,9091
R1176,R3180,9091
R1784,R2627,9091
R1176,R3907,9091
R1176,R2500,9091
R1176,R4211,9091
R1879,R1665,9091
R3418,R3292,9091
R1784,R2780,9091
R1879,R2985,9091
R3418,R2672,9091
R1176,R3637,9091
R3418,R3487,9091
R3418,R3741,9091
R1176,R3464,9091
R3129,R1658,9091
R1176,R2829,9091
R1176,R1156,9091
R1743,R3226,9091
R1743,R1859,9091
R1743,R1403,9091
R1784,R3115,9091
R1743,R4258,9091
R1743,R4297,9091
R1743,R2254,9091
R3418,R3337,9091
R3418,R1899,9091
R1784,R1055,9091
R3418,R3683,9091
R1743,R4085,9091
R1743,R3197,9091
R1743,R1913,9091
R3129,R4107,9091
R3418,R3690,9091
R1743,R3256,9091
R3129,R1785,9091
R1784,R1514,9091
R3418,R3368,9091
R1743,R1697,9091
R1743,R3893,9091
R3418,R2612,9091
R1743,R3592,9091
R1743,R2444,9091
R1743,R2132,9091
R3418,R3866,9091
R1743,R4024,9091
R1743,R2299,9091
R3129,R2054,9091
R1743,R1590,9091
R1743,R3493,9091
R1784,R2339,9091
R1743,R4145,9091
R1743,R3127,9091
R1743,R2656,9091
R1743,R2046,9091
R3418,R2881,9091
R3129,R2516,9091
R1743,R1771,9091
R1743,R2743,9091
R1743,R4073,9091
R1128,R2401,9091
R3418,R4014,9091
R1743,R3499,9091
R1743,R4074,9091
R3418,R2426,9091
R1743,R4051,9091
R1743,R3548,9091
R1743,R2447,9091
R1743,R1490,9091
R1743,R3273,9091
R3418,R2785,9091
R1176,R2013,9091
R1176,R3755,9091
R1674,R2211,9091
R1176,R1490,9091
R1176,R3273,9091
R1176,R4073,9091
R1060,R3418,9091
R3710,R3241,9091
R3710,R3418,9091
R1674,R1449,9091
R1674,R3687,9091
R1674,R3787,9091
R1674,R1715,9091
R2401,R3656,9091
R1176,R3548,9091
R2401,R2841,9091
R2401,R3311,9091
R3129,R2176,9091
R3748,R3072,9091
R2401,R2433,9091
R2401,R2651,9091
R2401,R1002,9091
R2401,R1114,9091
R3748,R3069,9091
R3129,R3198,9091
R1176,R2447,9091
R1176,R4051,9091
R3609,R2401,9091
R1674,R2019,9091
R1176,R1590,9091
R1176,R3493,9091
R1674,R1432,9091
R1176,R4145,9091
R1176,R3127,9091
R1176,R2656,9091
R1176,R2046,9091
R3418,R1273,9091
R3418,R1205,9091
R3418,R3252,9091
R1674,R2604,9091
R1176,R4074,9091
R1674,R2187,9091
R1060,R3241,9091
R2401,R3609,9091
R2401,R4324,9091
R1176,R1771,9091
R1674,R2462,9091
R1176,R2743,9091
R1176,R1671,9091
R1176,R3499,9091
R2401,R1706,9091
R3129,R1397,9091
R1176,R4024,9091
R1176,R3296,9091
R3129,R1543,9091
R1176,R1199,9091
R3129,R1195,9091
R1176,R2994,9091
R1176,R1331,9091
R1176,R3525,9091
R1176,R1789,9091
R1176,R2712,9091
R1176,R1518,9091
R1176,R3523,9091
R3129,R2473,9091
R1176,R4171,9091
R3129,R2191,9091
R1176,R2430,9091
R1176,R1360,9091
R3129,R2007,9091
R3129,R2379,9091
R1176,R2570,9091
R1176,R3421,9091
R3418,R1275,9091
R2401,R4091,9091
R1176,R1352,9091
R1176,R3017,9091
R1176,R2411,9091
R3129,R1285,9091
R3748,R3823,9091
R2401,R2232,9091
R3609,R4080,9091
R3748,R2683,9091
R1176,R4258,9091
R1176,R4297,9091
R1176,R2254,9091
R3129,R2817,9091
R3748,R3455,9091
R1176,R4085,9091
R1176,R3197,9091
R1176,R1913,9091
R1176,R3256,9091
R3129,R3454,9091
R3129,R2322,9091
R3418,R3261,9091
R1176,R1697,9091
R1176,R3893,9091
R1176,R3592,9091
R1176,R2444,9091
R3418,R1894,9091
R1176,R2132,9091
R1176,R2863,9091
R1176,R1569,9091
R1743,R2863,9091
R1743,R1671,9091
R3409,R2550,9091
R2569,R2610,9091
R2547,R1865,9091
R2606,R2610,9091
R2606,R3244,9091
R3633,R2610,9091
R2547,R1955,9091
R3633,R3244,9091
R2547,R1884,9091
R2547,R1357,9091
R2569,R3244,9091
R3490,R2318,9091
R2547,R2826,9091
R2547,R2246,9091
R2547,R2110,9091
R2547,R3835,9091
R4258,R1743,9091
R4258,R1176,9091
R2547,R4358,9091
R4024,R1743,9091
R2547,R2037,9091
R1432,R1260,9091
R3490,R1865,9091
R3490,R3835,9091
R3490,R1884,9091
R3490,R1357,9091
R3490,R2826,9091
R2254,R1176,9091
R4297,R1743,9091
R4297,R1176,9091
R4073,R1743,9091
R3490,R2110,9091
R3490,R4358,9091
R1432,R1674,9091
R3490,R3442,9091
R3490,R1978,9091
R2610,R3894,9091
R2516,R3129,9091
R3490,R3541,9091
R3490,R2590,9091
R3490,R3582,9091
R2516,R1825,9091
R4024,R1176,9091
R2547,R3442,9091
R2547,R1978,9091
R3213,R2238,9091
R4074,R1743,9091
R2610,R2719,9091
R4051,R1176,9091
R4051,R1743,9091
R3548,R1176,9091
R1583,R2401,9091
R1583,R4080,9091
R3548,R1743,9091
R2447,R1176,9091
R2610,R3931,9091
R2447,R1743,9091
R1490,R1176,9091
R1490,R1743,9091
R3213,R4030,9091
R3273,R1176,9091
R3273,R1743,9091
R1894,R3241,9091
R1894,R3418,9091
R2610,R1473,9091
R4074,R1176,9091
R3499,R1743,9091
R3499,R1176,9091
R2610,R3009,9091
R2610,R1167,9091
R1743,R2411,9091
R2547,R3541,9091
R2547,R2590,9091
R2547,R3582,9091
R2547,R2318,9091
R1771,R1176,9091
R1771,R1743,9091
R2610,R3772,9091
R2054,R1825,9091
R2054,R3129,9091
R2743,R1176,9091
R2743,R1743,9091
R2610,R3013,9091
R1671,R1176,9091
R1671,R1743,9091
R3490,R1955,9091
R3490,R2246,9091
R4073,R1176,9091
R1743,R2500,9091
R3418,R2758,9091
R1743,R3180,9091
R1743,R3421,9091
R3418,R3475,9091
R2610,R3821,9091
R1743,R2570,9091
R1743,R1360,9091
R1743,R2430,9091
R1743,R4211,9091
R1883,R1784,9091
R1743,R3637,9091
R1743,R3464,9091
R1743,R2829,9091
R2610,R3567,9091
R1260,R4163,9091
R3418,R3859,9091
R1743,R3736,9091
R3418,R3966,9091
R1260,R2883,9091
R1743,R2669,9091
R3418,R1256,9091
R1743,R1105,9091
R1743,R2013,9091
R1260,R1909,9091
R1883,R1061,9091
R1743,R3755,9091
R1743,R1352,9091
R1743,R3296,9091
R3418,R2423,9091
R3418,R2646,9091
R3418,R1950,9091
R1743,R3017,9091
R2610,R3624,9091
R1743,R4171,9091
R2610,R3599,9091
R3490,R2037,9091
R1743,R1199,9091
R2254,R1743,9091
R1743,R2052,9091
R1743,R2994,9091
R3261,R3418,9091
R1743,R1331,9091
R3261,R3241,9091
R1743,R3789,9091
R3418,R1725,9091
R1743,R3525,9091
R2610,R3573,9091
R1128,R4080,9091
R2610,R3182,9091
R3418,R1325,9091
R3418,R4037,9091
R2610,R2681,9091
R2610,R1625,9091
R1743,R1545,9091
R1743,R1156,9091
R1743,R1789,9091
R2610,R2178,9091
R1743,R3523,9091
R1743,R2712,9091
R2610,R1048,9091
R2610,R4119,9091
R1743,R1518,9091
R1830,R1809,6364
R1809,R1830,6091
R4340,R3241,6061
R2401,R1759,6061
R2401,R1614,6061
R2401,R2751,6061
R2401,R3642,6061
R2401,R1235,6061
R2012,R3483,6061
R2401,R4382,6061
R4080,R1923,6061
R1502,R4080,6061
R2012,R4137,6061
R4292,R3418,6061
R2012,R3964,6061
R4080,R3399,6061
R4080,R1787,6061
R2012,R2394,6061
R4080,R4344,6061
R2401,R1787,6061
R2401,R3399,6061
R2012,R1662,6061
R4080,R1989,6061
R2012,R2566,6061
R4080,R4382,6061
R4080,R1235,6061
R2401,R1989,6061
R4080,R2751,6061
R2401,R1408,6061
R1989,R2401,6061
R1989,R4080,6061
R4080,R1614,6061
R2012,R1214,6061
R4080,R2665,6061
R4080,R1759,6061
R4080,R3642,6061
R2401,R4344,6061
R2012,R2055,6061
R4080,R3797,6061
R2401,R2665,6061
R2012,R3745,6061
R2012,R1485,6061
R2401,R3797,6061
R2012,R3044,6061
R2012,R3056,6061
R3863,R2449,6061
R2012,R1283,6061
R3863,R2898,6061
R2012,R3564,6061
R2012,R1988,6061
R2401,R3140,6061
R4292,R3241,6061
R2401,R3923,6061
R2012,R3759,6061
R2012,R4250,6061
R2012,R2468,6061
R2012,R1720,6061
R2012,R3366,6061
R1066,R2898,6061
R4011,R1828,6061
R2012,R2050,6061
R2401,R4363,6061
R2012,R2789,6061
R2401,R3131,6061
R2401,R1424,6061
R2012,R3007,6061
R2012,R2059,6061
R2401,R1923,6061
R2401,R1328,6061
R2012,R1314,6061
R2401,R3094,6061
R2012,R3672,6061
R2012,R3375,6061
R2012,R4320,6061
R2059,R3341,6061
R2012,R4020,6061
R2059,R2012,6061
R2401,R2020,6061
R2012,R2858,6061
R2012,R1272,6061
R2012,R1001,6061
R2012,R3084,6061
R2401,R3844,6061
R2401,R3926,6061
R2012,R3406,6061
R2012,R2823,6061
R2401,R2540,6061
R2012,R2609,6061
R2012,R1991,6061
R2012,R1050,6061
R2401,R4381,6061
R2401,R2544,6061
R2401,R2625,6061
R4080,R1408,6061
R2401,R4178,6061
R2401,R1775,6061
R2401,R1502,6061
R2401,R4067,6061
R4080,R4260,6061
R4080,R1400,6061
R2401,R4023,6061
R2401,R2663,6061
R2401,R1916,6061
R2401,R1968,6061
R4080,R1897,6061
R4200,R3418,6061
R4080,R4225,6061
R4080,R1502,6061
R4080,R3680,6061
R4080,R1916,6061
R2012,R4039,6061
R2401,R2545,6061
R2012,R4298,6061
R4200,R3241,6061
R4340,R3418,6061
R2012,R1090,6061
R2401,R4225,6061
R2012,R1866,6061
R2401,R1751,6061
R2401,R1375,6061
R2012,R3857,6061
R2401,R1925,6061
R2401,R3867,6061
R2401,R4182,6061
R2401,R2927,6061
R2012,R2888,6061
R2401,R4161,6061
R2401,R1796,6061
R2401,R4260,6061
R2401,R1897,6061
R2012,R2803,6061
R4080,R3094,6061
R4080,R2020,6061
R4130,R4314,6061
R2401,R1400,6061
R4080,R3140,6061
R4080,R3867,6061
R1066,R2449,6061
R2012,R4075,6061
R2401,R3680,6061
R4344,R2401,6061
R3341,R2970,6061
R3129,R1987,6061
R1674,R1906,6061
R1674,R1415,6061
R1674,R3062,6061
R2960,R2012,6061
R1674,R1267,6061
R3129,R1399,6061
R3129,R3751,6061
R3594,R1426,6061
R3129,R3630,6061
R3129,R3685,6061
R3129,R1821,6061
R2960,R3341,6061
R3129,R3529,6061
R3129,R1040,6061
R1674,R2471,6061
R1674,R3042,6061
R1674,R2905,6061
R1674,R1203,6061
R1674,R3239,6061
R1674,R3422,6061
R1674,R1064,6061
R1674,R1799,6061
R1674,R1670,6061
R1674,R1020,6061
R1674,R3980,6061
R1674,R1298,6061
R1674,R3629,6061
R1674,R1740,6061
R1674,R1332,6061
R1674,R1873,6061
R1674,R3160,6061
R3748,R4262,6061
R3129,R1563,6061
R3748,R1197,6061
R2438,R3254,6061
R3160,R1260,6061
R3160,R1674,6061
R3129,R1313,6061
R1235,R2401,6061
R1235,R4080,6061
R2852,R2610,6061
R2852,R3244,6061
R3129,R4241,6061
R3964,R3341,6061
R3964,R2012,6061
R3129,R1942,6061
R3129,R3006,6061
R1784,R3054,6061
R2438,R3748,6061
R1784,R1843,6061
R3748,R1049,6061
R1784,R1476,6061
R3084,R2012,6061
R3084,R3341,6061
R3604,R2449,6061
R3604,R2898,6061
R3129,R1251,6061
R3129,R2856,6061
R3129,R4153,6061
R3129,R3852,6061
R3129,R2190,6061
R3129,R3734,6061
R3129,R1544,6061
R3129,R3167,6061
R3129,R2293,6061
R1674,R2753,6061
R1674,R1300,6061
R1674,R4203,6061
R2383,R3341,6061
R3748,R2438,6061
R1809,R3891,6061
R1866,R2012,6061
R1866,R3341,6061
R4133,R3418,6061
R4133,R3241,6061
R2023,R1176,6061
R2023,R1743,6061
R3818,R1176,6061
R3818,R1743,6061
R2623,R1176,6061
R2623,R1743,6061
R1119,R3341,6061
R1119,R2012,6061
R2383,R2012,6061
R3308,R4164,6061
R3746,R2449,6061
R3746,R2898,6061
R4017,R1176,6061
R4017,R1743,6061
R2585,R1743,6061
R2585,R1176,6061
R3748,R4092,6061
R3748,R1574,6061
R3748,R4219,6061
R4267,R1176,6061
R4267,R1743,6061
R3522,R2985,6061
R3522,R1665,6061
R2526,R1176,6061
R3748,R2410,6061
R3308,R2616,6061
R1674,R3001,6061
R1674,R3479,6061
R1674,R3858,6061
R1674,R2168,6061
R1674,R2415,6061
R1674,R1815,6061
R1674,R3540,6061
R1674,R1125,6061
R1674,R2869,6061
R1674,R1628,6061
R1674,R2938,6061
R1674,R3558,6061
R1674,R2087,6061
R1674,R2247,6061
R1674,R1903,6061
R1674,R3070,6061
R1674,R4214,6061
R3308,R1753,6061
R1674,R2227,6061
R1674,R2515,6061
R1753,R2290,6061
R1753,R3308,6061
R2616,R3308,6061
R3385,R3341,6061
R3385,R2012,6061
R4164,R2290,6061
R4164,R3308,6061
R2882,R3244,6061
R2290,R1753,6061
R2882,R2610,6061
R2290,R4164,6061
R3748,R3339,6061
R3129,R1576,6061
R3129,R2169,6061
R3129,R3295,6061
R2665,R4080,6061
R1825,R1251,6061
R1825,R2856,6061
R1825,R4153,6061
R1825,R3852,6061
R1825,R2190,6061
R1825,R3734,6061
R1544,R3129,6061
R1544,R1825,6061
R1825,R1544,6061
R1759,R2401,6061
R1825,R3167,6061
R1825,R2293,6061
R1759,R4080,6061
R2665,R2401,6061
R1825,R1563,6061
R3339,R3748,6061
R1825,R1040,6061
R1825,R3529,6061
R1784,R2801,6061
R1825,R1821,6061
R4320,R2012,6061
R1825,R3685,6061
R4320,R3341,6061
R1825,R3630,6061
R1825,R3751,6061
R1825,R1987,6061
R1825,R1399,6061
R1260,R1267,6061
R1260,R3062,6061
R2325,R3418,6061
R3339,R3254,6061
R1825,R3006,6061
R2406,R3418,6061
R1825,R1313,6061
R3716,R4030,6061
R3716,R2238,6061
R4060,R4030,6061
R4060,R2238,6061
R4372,R2985,6061
R4372,R1665,6061
R1825,R3878,6061
R2213,R2985,6061
R1825,R3511,6061
R1825,R1757,6061
R1825,R3295,6061
R2213,R1665,6061
R1825,R2169,6061
R1825,R1576,6061
R1314,R2012,6061
R1825,R1942,6061
R1314,R3341,6061
R3642,R4080,6061
R3642,R2401,6061
R2317,R1428,6061
R2317,R2481,6061
R2081,R4030,6061
R2081,R2238,6061
R1905,R1665,6061
R1905,R2985,6061
R3472,R1426,6061
R3472,R3973,6061
R1966,R3418,6061
R1966,R3241,6061
R1825,R4241,6061
R2325,R3241,6061
R2406,R3241,6061
R3129,R1757,6061
R1260,R3070,6061
R1260,R2168,6061
R1260,R2415,6061
R1260,R1815,6061
R1260,R3540,6061
R1260,R1125,6061
R1260,R2869,6061
R1260,R1628,6061
R3680,R4080,6061
R1260,R2938,6061
R3680,R2401,6061
R1260,R3558,6061
R1260,R2087,6061
R1260,R2247,6061
R1260,R1903,6061
R1260,R3479,6061
R1127,R1428,6061
R1260,R4214,6061
R1260,R2227,6061
R1260,R2515,6061
R1502,R2401,6061
R1090,R3341,6061
R1090,R2012,6061
R4137,R3341,6061
R4137,R2012,6061
R4139,R2238,6061
R4139,R4030,6061
R2209,R2985,6061
R2209,R1665,6061
R3129,R3878,6061
R3129,R3511,6061
R1260,R3858,6061
R1127,R2481,6061
R1260,R1415,6061
R1916,R2401,6061
R1260,R1906,6061
R1260,R2471,6061
R1260,R3042,6061
R1260,R2905,6061
R1260,R1203,6061
R1260,R3239,6061
R1260,R3422,6061
R1260,R1064,6061
R1260,R1799,6061
R1260,R1670,6061
R1260,R1020,6061
R1260,R3980,6061
R1784,R3551,6061
R1916,R4080,6061
R1260,R1298,6061
R1260,R3001,6061
R1427,R2610,6061
R1260,R3629,6061
R1260,R1740,6061
R1427,R3244,6061
R1260,R1332,6061
R1260,R1873,6061
R1920,R3973,6061
R1920,R1426,6061
R4316,R2238,6061
R4316,R4030,6061
R1260,R3160,6061
R1260,R2753,6061
R1260,R1300,6061
R1260,R4203,6061
R2526,R1743,6061
R1963,R1176,6061
R4080,R2545,6061
R3341,R2854,6061
R1873,R1260,6061
R4153,R3129,6061
R4153,R1825,6061
R2856,R3129,6061
R2856,R1825,6061
R3341,R2591,6061
R1251,R3129,6061
R1963,R1743,6061
R1251,R1825,6061
R1886,R2238,6061
R1886,R4030,6061
R3341,R2383,6061
R3341,R1119,6061
R3399,R2401,6061
R1873,R1674,6061
R3852,R1825,6061
R3852,R3129,6061
R2190,R1825,6061
R3341,R3151,6061
R2190,R3129,6061
R3734,R1825,6061
R3734,R3129,6061
R3341,R2157,6061
R3341,R1582,6061
R3341,R1948,6061
R3341,R1165,6061
R3341,R3040,6061
R2425,R1428,6061
R2425,R2481,6061
R3341,R4359,6061
R3341,R2060,6061
R3399,R4080,6061
R1787,R2401,6061
R1787,R4080,6061
R3341,R3857,6061
R1736,R4016,6061
R1326,R1665,6061
R1326,R2985,6061
R1326,R2326,6061
R1326,R1822,6061
R1326,R4016,6061
R3341,R3672,6061
R1701,R1665,6061
R1701,R2985,6061
R3341,R2858,6061
R3341,R3406,6061
R3341,R4250,6061
R3341,R2050,6061
R3341,R2789,6061
R3341,R2888,6061
R3341,R3385,6061
R3341,R4075,6061
R3341,R1866,6061
R3341,R1090,6061
R3341,R4137,6061
R3341,R3964,6061
R3341,R2960,6061
R1332,R1260,6061
R1332,R1674,6061
R1790,R4030,6061
R1790,R2238,6061
R1323,R4030,6061
R1323,R2238,6061
R1050,R2012,6061
R1050,R3341,6061
R3298,R1428,6061
R3298,R2481,6061
R3341,R2840,6061
R2424,R1828,6061
R3341,R1919,6061
R4080,R1424,6061
R4080,R3131,6061
R4080,R4363,6061
R4080,R3923,6061
R2424,R1426,6061
R3341,R2056,6061
R2424,R3973,6061
R4080,R1328,6061
R3341,R1108,6061
R3341,R2835,6061
R3341,R3085,6061
R3341,R3107,6061
R3341,R3598,6061
R4080,R2540,6061
R4080,R4381,6061
R4080,R3926,6061
R4011,R1426,6061
R4080,R3844,6061
R4011,R3973,6061
R3341,R1657,6061
R4080,R4161,6061
R4080,R4178,6061
R4080,R1775,6061
R4080,R4067,6061
R3341,R3793,6061
R3341,R2237,6061
R4080,R4023,6061
R4080,R2663,6061
R4080,R1968,6061
R3341,R2721,6061
R4080,R2544,6061
R3341,R4062,6061
R3341,R1900,6061
R3341,R2850,6061
R3341,R1693,6061
R3341,R3706,6061
R3341,R1734,6061
R1153,R1368,6061
R1153,R2963,6061
R1368,R1176,6061
R1368,R1743,6061
R1368,R1153,6061
R2963,R1176,6061
R3341,R2922,6061
R2963,R1743,6061
R2963,R1153,6061
R4302,R3949,6061
R3341,R3258,6061
R4080,R2625,6061
R1485,R3341,6061
R1485,R2012,6061
R3341,R2523,6061
R1828,R2424,6061
R3341,R1826,6061
R3341,R1487,6061
R4080,R1751,6061
R4080,R1796,6061
R4080,R2927,6061
R1828,R4011,6061
R3341,R4239,6061
R4080,R4182,6061
R4080,R1925,6061
R4080,R1375,6061
R1736,R1822,6061
R1736,R2326,6061
R1736,R2985,6061
R4069,R1665,6061
R4382,R4080,6061
R4382,R2401,6061
R4344,R4080,6061
R2222,R3244,6061
R2050,R2012,6061
R2050,R3341,6061
R2222,R2610,6061
R1942,R1825,6061
R1942,R3129,6061
R3986,R1665,6061
R3986,R2985,6061
R4250,R2012,6061
R2373,R1743,6061
R4250,R3341,6061
R4069,R2985,6061
R2789,R3341,6061
R2373,R1176,6061
R4022,R1743,6061
R4022,R1176,6061
R3341,R3366,6061
R3341,R3759,6061
R2097,R1665,6061
R2097,R2985,6061
R3748,R1567,6061
R3341,R3564,6061
R3074,R1338,6061
R3341,R1283,6061
R3074,R1289,6061
R3341,R3007,6061
R3341,R1991,6061
R3748,R1689,6061
R2789,R2012,6061
R3406,R3341,6061
R4075,R3341,6061
R3594,R3973,6061
R1298,R1260,6061
R1298,R1674,6061
R4241,R1825,6061
R4241,R3129,6061
R1291,R3241,6061
R4213,R1665,6061
R1291,R3418,6061
R2887,R3241,6061
R2887,R3418,6061
R1858,R3241,6061
R1858,R3418,6061
R4213,R2985,6061
R4075,R2012,6061
R2888,R2012,6061
R3748,R2185,6061
R2888,R3341,6061
R3748,R2872,6061
R3748,R3469,6061
R3748,R1846,6061
R3748,R3426,6061
R3748,R3735,6061
R2893,R1743,6061
R2893,R1176,6061
R3857,R2012,6061
R3857,R3341,6061
R3748,R3476,6061
R3748,R2676,6061
R3748,R2959,6061
R3748,R1353,6061
R3406,R2012,6061
R2858,R2012,6061
R1736,R1665,6061
R3341,R1314,6061
R3341,R4039,6061
R1338,R2610,6061
R3341,R2803,6061
R3341,R1720,6061
R3341,R2468,6061
R3341,R1988,6061
R3341,R3056,6061
R3341,R3044,6061
R3341,R2059,6061
R1289,R3074,6061
R3341,R1050,6061
R3341,R3084,6061
R3341,R4320,6061
R1289,R3244,6061
R1289,R2610,6061
R3341,R3483,6061
R2410,R3254,6061
R3341,R1485,6061
R2410,R3748,6061
R3748,R3497,6061
R3006,R1825,6061
R3006,R3129,6061
R2645,R4030,6061
R2645,R2238,6061
R2271,R3490,6061
R2271,R2547,6061
R1822,R1736,6061
R1822,R1326,6061
R4016,R1736,6061
R4016,R1326,6061
R3341,R4298,6061
R3341,R1214,6061
R2858,R3341,6061
R3748,R1690,6061
R3748,R2386,6061
R3748,R4240,6061
R3341,R2823,6061
R3748,R1229,6061
R3748,R3803,6061
R3672,R2012,6061
R3672,R3341,6061
R3629,R1260,6061
R3629,R1674,6061
R1740,R1260,6061
R1740,R1674,6061
R3118,R3490,6061
R3118,R2547,6061
R3748,R1594,6061
R3748,R2341,6061
R3341,R2394,6061
R3341,R1001,6061
R3341,R1272,6061
R3341,R4020,6061
R3341,R3375,6061
